,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms??,EE,LV,LT,FRE
06-07-2016,165,185.62,185.62,185.62,185.62,209.58,140.55,185.62,149.27,149.27,149.27,215.57,215.57,177.36,209.58,261.82,261.82,
07-07-2016,186.6,212.64,212.64,212.64,212.64,247.83,169.14,212.64,169.14,169.14,169.14,221.37,221.37,194.45,247.83,251.17,251.17,
08-07-2016,190.9,217.55,217.55,217.55,217.55,244.59,212.43,217.55,172.41,172.41,170.17,226.21,226.21,193.85,244.59,276.9,276.9,
09-07-2016,175.43,198.93,198.93,198.93,198.93,198.93,173.36,198.93,165.44,165.44,165.12,216.08,216.08,182.22,198.93,240.88,240.88,
10-07-2016,175.84,201.69,201.69,201.69,201.69,201.69,174.89,201.69,164.92,164.92,164.88,216.32,216.32,179.43,201.69,241.67,241.67,
11-07-2016,184.91,207.99,207.99,207.99,207.99,264.83,174.56,207.99,166.87,166.87,166.33,220.91,220.91,188.64,264.83,270.74,270.74,
12-07-2016,189.69,221.2,221.2,221.2,221.2,247.11,208.23,221.06,172.33,172.33,165.74,229.24,229.24,190.29,247.11,253.73,253.73,
13-07-2016,194.59,244.71,244.71,244.71,244.71,261,237.89,244.71,172.79,172.79,165.56,247.42,247.42,192.7,261,262.6,262.6,
14-07-2016,189.51,224.24,224.24,224.24,224.24,234.77,188.67,224.24,174.16,174.16,167.27,233.99,233.99,188.72,234.77,234.77,234.77,
15-07-2016,184.42,217.42,217.42,217.42,217.42,232.31,179.98,217.42,172.19,172.19,163.38,230.01,230.01,192.4,232.31,232.31,232.31,
16-07-2016,182.27,210.89,210.89,210.89,210.89,210.89,172.71,210.89,172.71,172.71,167.01,224.35,224.35,190.61,210.89,210.89,210.89,
17-07-2016,176.01,193.72,193.72,193.72,193.72,193.72,174.55,193.72,169.66,169.66,163.54,193.72,193.72,188.89,193.72,194.91,194.91,
18-07-2016,197.12,222,222,222,222,222.35,214.24,222,181.01,181.01,168.8,221.44,221.44,201.31,222.35,225.99,225.99,
19-07-2016,207.13,235.94,235.94,235.94,237.02,237.18,234.33,237.02,183.36,183.36,168.7,228.49,228.49,206.47,237.18,250.34,250.34,
20-07-2016,200.85,226.9,226.9,226.9,227.07,228.92,216.94,227.07,182.11,182.11,168.79,225.6,225.6,206.51,228.92,249.49,249.49,
21-07-2016,205.26,231.11,231.11,231.11,231.96,231.11,223.89,231.96,183.51,183.51,170.69,231.11,231.11,205.45,231.11,242.27,242.27,
22-07-2016,201.94,232.89,232.89,232.89,232.89,234.67,232.89,232.89,186.55,186.55,167.85,232.86,232.86,204.47,234.67,261.03,261.03,
23-07-2016,194.37,224.09,224.09,224.09,224.09,224.09,218.46,224.09,189,189,169.96,224.09,224.09,194.48,224.09,232.47,232.47,
24-07-2016,190.49,217.83,217.83,217.83,217.83,217.83,200.02,217.83,187.16,187.16,171.44,217.83,217.83,193.59,217.83,221.41,221.41,
25-07-2016,206.88,235.17,235.17,235.17,237.11,255.83,235.17,237.11,188.57,188.57,169.46,235.17,235.17,208.03,255.83,260.37,260.37,
26-07-2016,202.53,231.79,231.79,231.79,234.22,259.85,230.77,234.22,185.23,185.23,166.44,231.79,231.79,202.41,259.85,267.08,267.08,
27-07-2016,201.35,230.27,230.27,230.27,242.44,268.18,219.4,242.44,185.55,185.55,163.99,230.27,230.27,200.82,268.18,270.16,270.16,
28-07-2016,195.82,221.4,221.4,221.4,221.4,265.01,220.14,222.08,180.96,180.96,167.38,221.4,221.4,199.67,265.01,282.35,286.21,
29-07-2016,194.23,219.6,219.6,219.6,219.6,265.33,215.38,219.6,179.71,179.71,163.57,219.6,219.6,200.06,265.33,295.43,500.69,
30-07-2016,183.08,207.14,207.14,207.14,207.14,207.14,200.19,207.14,180.94,180.94,160.4,207.14,207.14,187.41,207.14,278.36,278.36,
31-07-2016,178.21,191.84,191.84,191.84,191.84,191.84,187.64,191.84,177.1,177.1,162.32,191.84,191.84,182.4,191.84,241.3,241.3,
01-08-2016,190.46,215.81,215.81,215.81,215.81,215.98,197.28,215.81,179.07,179.07,162.93,216.71,216.71,196.96,215.98,273,273,
02-08-2016,196.2,234.75,234.75,234.75,234.75,246.61,234.75,234.75,178.29,178.29,165.3,230.83,230.83,199.47,246.61,279.31,279.31,
03-08-2016,189.04,223.75,223.75,223.75,223.75,242.77,179.12,223.75,170.97,170.97,165.74,220.31,220.31,198.01,242.77,276.73,276.73,
04-08-2016,182.49,217.58,217.58,217.58,217.58,217.58,160.36,217.58,160.36,160.36,160.27,219.66,219.66,192.51,217.58,273.73,273.73,
05-08-2016,190.41,234.6,234.6,234.6,234.6,237.06,218.21,234.6,164.7,164.7,164.33,231.78,231.78,194.57,237.06,309.31,309.31,
06-08-2016,169.13,203.93,203.93,203.93,203.93,203.93,156.86,203.93,156.85,156.85,156.85,203.99,203.99,187.55,203.93,264.09,264.09,
07-08-2016,154.72,179.69,179.69,179.69,179.69,179.69,141.82,179.69,141.82,141.82,141.82,190.68,190.68,178.84,179.69,280.69,280.69,
08-08-2016,165.59,184.08,184.08,184.08,184.08,241.84,138.56,184.08,138.83,138.83,138.83,197.61,197.61,189.14,241.84,292.86,292.86,
09-08-2016,172.72,206.77,206.77,206.77,206.77,206.77,148.19,206.77,148.19,148.19,148.19,208.87,208.87,184.9,206.77,219.75,219.75,
10-08-2016,186.11,231.78,231.78,231.78,231.78,245.82,158.67,231.78,157.14,157.14,152.79,228.03,228.03,189.19,245.82,245.82,245.82,
11-08-2016,194.02,251.69,251.69,251.69,251.69,252.07,210.43,251.69,159.74,159.74,150.24,221.21,221.21,200.61,252.07,252.07,252.07,
12-08-2016,185.72,222.38,222.38,222.38,222.38,260.55,196.29,222.38,156.17,156.17,148.79,213.4,213.4,198.92,260.55,262.71,262.71,
13-08-2016,153.85,176.5,176.5,176.5,176.5,179.84,139.16,176.5,139.16,139.16,139.16,184.08,184.08,182.75,179.84,182.44,182.44,
14-08-2016,163.72,189.09,189.09,189.09,189.09,189.09,160.45,170.04,146.73,146.73,145.93,194.4,194.4,190.85,189.09,189.09,189.09,
15-08-2016,190.01,237.01,237.01,237.01,237.01,242.42,236.91,237.23,151.86,151.86,151.86,210.27,210.27,200.31,242.42,242.42,242.42,
16-08-2016,190.82,229.17,229.17,229.17,229.17,233.01,229.17,229.17,155.82,155.82,155.82,229.69,229.69,194.82,233.01,233.01,233.01,
17-08-2016,199.04,243.42,243.42,243.42,243.42,243.42,243.42,243.42,157.57,157.57,157.57,229.1,229.1,193.21,243.42,243.42,243.42,
18-08-2016,195.47,237.42,237.42,237.42,237.42,241.77,235.58,237.42,158.25,158.25,158.25,237.75,237.75,190.41,241.77,242.53,242.53,
19-08-2016,204.6,266.84,266.84,266.84,266.84,266.84,266.26,266.84,163.07,163.07,163.07,259.39,259.39,194.65,266.84,269.81,269.81,
20-08-2016,185.94,231.7,231.7,231.7,231.7,231.7,189.94,231.7,163.49,163.49,163.49,212.85,212.85,191.91,231.7,233.47,233.47,
21-08-2016,175.89,221.4,221.4,221.4,221.4,221.4,165.4,221.4,148.25,148.25,148.25,214.14,214.14,191.72,221.4,222.3,222.3,
22-08-2016,212.19,274.95,274.95,274.95,274.95,274.95,263.61,274.95,164.63,164.63,164.5,254.55,254.55,198.53,274.95,276.77,276.77,
23-08-2016,204.47,264.07,264.07,264.07,264.07,264.07,263.48,264.07,167.91,167.91,162.14,265.78,265.78,196.49,264.07,264.07,264.07,
24-08-2016,206.41,265.26,265.26,265.26,265.26,265.26,264.29,265.26,170.69,170.69,161.96,229.08,229.08,198.16,265.26,265.38,265.38,
25-08-2016,200.39,233.7,233.7,233.7,233.7,233.7,232.59,233.7,169.84,169.84,165.15,237.41,237.41,197.72,233.7,244.92,244.92,
26-08-2016,192.42,222.67,222.67,222.67,222.67,242.38,219.89,222.67,165.86,165.86,158.89,226.07,226.07,190.7,242.38,244.58,244.58,
27-08-2016,173.73,195.39,195.39,195.39,196.38,195.39,197.52,197.79,165.74,165.74,156.55,197.45,197.45,181.18,195.39,212.76,212.76,
28-08-2016,171.39,202.3,202.3,202.3,202.3,202.3,173.13,202.3,155.16,155.16,147.57,203.38,203.38,177.65,202.3,207.77,207.77,
29-08-2016,199.7,233.45,233.45,233.45,233.45,250.61,187.3,233.45,173.59,173.59,148.15,230.51,230.51,193.46,250.61,251.32,251.32,
30-08-2016,211.7,258.57,258.57,258.57,258.57,263.8,258.44,258.57,177.18,177.18,153.26,241.52,241.52,196.14,263.8,263.8,263.8,
31-08-2016,198.95,241.46,241.46,243.87,246.28,246.57,240.87,246.57,176.22,176.22,150.03,199.5,199.5,195.75,246.57,269.36,272.43,
01-09-2016,189.9,226.77,226.77,226.77,226.77,228.22,227.32,227.35,171.39,171.39,140.51,205.31,205.31,189.72,228.22,246.97,246.97,
02-09-2016,185.27,224.95,224.95,224.95,224.95,234.25,223.09,224.95,170.68,170.68,134.08,221.66,221.66,187.38,234.25,254.15,254.15,
03-09-2016,176.82,211,211,211,211,211,216.3,216.3,170.79,170.79,125.69,201.97,201.97,183.5,211,231.06,231.06,
04-09-2016,170.48,193.66,193.66,193.66,193.66,193.66,182.97,193.66,166.64,166.64,134.3,190.35,190.35,179.37,193.66,202.8,202.8,
05-09-2016,198.83,264.31,264.31,272.63,272.63,272.67,273.7,273.7,169.76,169.63,148.4,208.65,208.65,193.05,272.67,272.67,272.67,
06-09-2016,193.3,222.07,222.07,225.95,228.59,275.37,225.08,242.75,194.2,174.45,159,208.55,208.55,193.79,275.37,275.41,275.41,
07-09-2016,185.09,206.69,206.69,217.37,218.44,247.76,217.37,221.52,178.5,170.13,148.63,200.39,200.39,189.73,247.76,254.12,254.12,
08-09-2016,194.49,234.17,234.17,237.04,237.04,263.97,235.13,237.04,186.52,175.94,150.58,214,214,189.4,263.97,264.69,264.69,
09-09-2016,189.27,221.59,221.59,234.18,234.24,297.7,234.18,237.73,172.48,172.28,145.55,212.19,212.19,187.84,297.7,298.31,298.31,
10-09-2016,180.65,205.18,205.18,205.18,205.18,228.9,200.11,205.21,174.18,174.18,142.79,202.37,202.37,181.34,228.9,252.99,252.99,
11-09-2016,171.29,185.46,185.46,185.46,185.46,185.46,200.41,201.09,174.54,174.54,148.62,184.18,184.18,174.47,185.46,232.17,232.17,
12-09-2016,190.62,223.79,223.79,228.05,228.05,259.5,225.38,228.05,187.71,176.77,148.76,215.62,215.62,186.35,259.5,261.3,261.3,
13-09-2016,192.02,228.97,228.97,228.97,228.97,278.72,220.86,228.97,177.41,177.41,149.24,225.84,225.84,186.82,267.06,267.06,267.06,
14-09-2016,194.25,224.36,224.36,224.36,228.47,290.24,204.9,228.47,176.62,176.62,154.33,224.35,224.35,186.06,275.41,275.41,275.41,
15-09-2016,192.51,219.38,219.38,219.38,221.55,261.49,205.17,221.55,173.88,173.88,156.15,216.13,216.13,182.2,261.49,261.49,261.49,
16-09-2016,183.62,205.54,205.54,205.54,205.54,247.25,185.26,205.54,171.88,171.88,151.82,204.65,204.65,181.93,247.25,247.25,247.25,
17-09-2016,178.63,196.07,196.07,196.07,196.07,201.54,192.29,196.07,177.38,177.38,152.63,196.07,196.07,177.49,201.54,202.29,202.29,
18-09-2016,176.81,198.71,198.71,198.71,198.71,198.71,184.17,198.71,170.3,170.3,156.68,198.71,198.71,176.56,198.71,209.65,209.65,
19-09-2016,209.12,259.52,259.52,259.52,259.52,261.55,259.13,259.82,178.92,178.92,173.52,245.67,245.67,189.63,261.55,269.62,269.62,
20-09-2016,203.24,254.31,254.31,254.31,257.38,254.86,258.37,258.96,179.2,179.2,179.14,237.16,237.16,190.06,254.86,272.53,272.53,
21-09-2016,203.75,234.98,234.98,234.98,239.06,253.98,260.97,262.26,181.36,181.36,181.29,234.98,234.98,193.81,253.98,261.83,261.83,
22-09-2016,198.01,234.22,234.22,234.22,256.82,261.83,242.99,257.96,179.32,179.32,179.32,234.22,234.22,190,261.83,297.37,297.37,
23-09-2016,194.5,224.75,224.75,224.75,231.5,254.4,216.29,240.85,178.98,178.98,178.98,224.75,224.75,189.12,254.4,278.45,278.45,
24-09-2016,185.35,209.06,209.06,209.06,209.06,210.57,206.46,226.44,178.46,178.33,178.33,209.06,209.06,180.47,210.57,259.67,259.67,
25-09-2016,175.19,190.85,190.85,190.85,190.85,191.81,169.22,202.36,169.29,167.27,167.27,190.85,190.85,177.31,191.81,235.34,235.34,
26-09-2016,202.59,231.59,231.59,231.59,258.64,268.2,271.64,338.41,188.48,179.97,179.97,231.59,231.59,187.77,268.2,277.28,277.28,
27-09-2016,193.77,217.93,217.93,217.93,232.48,257.88,219.76,307.31,178.05,177.6,177.6,218.04,218.04,187.32,257.88,258.6,258.6,
28-09-2016,171.43,176.17,176.17,176.17,176.17,218.37,156.01,196.9,162.01,161.56,161.56,186.94,186.94,185.83,218.37,221.59,221.59,
29-09-2016,173.35,175.98,175.98,175.98,175.98,227.12,146.24,187.94,171.87,156.19,156.19,185.21,185.21,183.16,227.12,228.56,228.56,
30-09-2016,174.34,183.22,183.22,183.22,183.22,228.58,168,238.95,182.57,164.6,164.6,183.62,183.62,187.46,228.58,233.05,233.05,
01-10-2016,188.88,200.84,200.84,200.84,213.1,224.12,221.8,241.38,199.06,179.66,178.22,201.25,201.25,183.05,224.12,254.69,254.69,
02-10-2016,191.8,205.62,205.62,205.62,207.29,224.39,223.56,226.3,202.94,181.5,181.5,205.62,205.62,185.67,224.39,235.9,235.9,
03-10-2016,204.39,221.07,221.07,221.07,221.07,302.99,201.86,226.18,220.39,192.05,190.31,222,222,195.21,302.99,304.17,304.17,
04-10-2016,205.53,225.88,225.88,225.88,225.88,281.79,221.51,226.67,225.88,192.58,191.21,227.88,227.88,194.85,281.79,281.79,281.79,
05-10-2016,206.21,228.47,228.47,228.47,228.47,258.92,197.38,221.23,228.39,194.88,194.88,235.95,235.95,196.69,258.92,259.4,259.4,
06-10-2016,210.4,240.57,240.57,240.57,240.57,292.96,185.98,231.86,214.69,199.13,199.28,246.67,246.67,193.24,292.96,295.36,292.61,
07-10-2016,214.84,244.47,244.47,244.47,244.47,290.31,208.42,277.6,217.47,203.4,202.99,247.22,247.22,196.14,290.31,309.68,309.68,
08-10-2016,215.28,238.34,238.34,238.34,238.34,238.34,213.75,238.34,209.81,209.81,209.81,245.93,245.93,197.56,238.34,274.38,274.38,
09-10-2016,217.95,235.6,235.6,235.6,235.6,235.6,216.68,235.27,216.47,213.51,213.51,246.63,246.63,198.14,235.6,249.88,249.88,
10-10-2016,243.38,359.93,359.93,359.93,359.93,359.93,312.44,359.93,249.77,216.97,216.88,272.64,272.64,204.13,359.93,362.72,362.72,
11-10-2016,239.78,272.31,272.31,272.31,284.85,272.31,221.05,285.49,267.07,218.83,218.83,272.33,272.33,203.97,272.31,294.91,294.91,
12-10-2016,246.89,293.18,293.18,293.18,293.18,293.18,257.08,293.18,290.28,219.43,219.43,293.79,293.79,205.56,293.18,293.18,293.18,
13-10-2016,249.66,315.5,315.5,315.5,315.5,315.5,232.16,276.02,314.03,222.69,222.69,317.28,317.28,203.46,315.5,315.5,315.5,
14-10-2016,233.85,264.16,264.16,264.16,264.16,265.22,207.09,220.97,241.75,217.5,222.91,264.16,264.16,204.35,265.22,267.88,267.88,
15-10-2016,221.82,229.54,229.54,229.54,229.54,229.54,192.81,223.86,226.32,220.76,221.57,236.67,236.67,201.15,229.54,229.54,229.54,
16-10-2016,229.1,236.14,236.14,236.14,236.14,236.14,233.45,248.34,229.13,228.95,229.13,236.63,236.63,201.06,236.14,236.14,236.14,
17-10-2016,245.28,267.17,267.17,267.17,289.59,267.17,234.65,311.62,228.55,228.55,228.55,268.25,268.25,208.26,267.17,289.23,289.59,
18-10-2016,258.15,273.99,273.99,273.99,305.21,275.18,268.45,306.2,238.94,238.94,238.94,275.54,275.54,212.62,275.18,304.18,305.21,
19-10-2016,264.7,284.9,284.9,284.9,307.08,287.48,261.97,305.72,244.43,243.52,244.43,289.16,289.16,214.64,287.48,306.54,307.08,
20-10-2016,274.36,298.41,298.41,298.41,299.17,298.41,268.89,297.1,251.46,250.65,251.46,304.26,304.26,209.92,298.41,298.41,299.17,
21-10-2016,262.18,286.94,286.94,286.94,286.94,286.94,246.51,286.26,262.88,246.52,251.02,290.7,290.7,209.33,286.94,287.65,287.65,
22-10-2016,254.38,261.78,261.78,261.78,261.78,261.78,249.72,262.09,255.1,249.72,255.1,271.93,271.93,206.42,261.78,261.78,261.78,
23-10-2016,254.66,261.68,261.68,261.68,261.68,261.68,257.95,261.68,254.79,251.85,254.79,272.38,272.38,207.31,261.68,261.68,261.68,
24-10-2016,283.91,301.09,301.09,301.09,301.09,301.09,300.65,301.01,259.63,259.63,259.63,306.2,306.2,214.9,301.09,301.09,301.09,
25-10-2016,304.91,382.31,382.31,382.31,382.31,382.31,387.15,387.27,263.3,263.24,263.3,383.61,383.61,217.57,382.31,382.31,382.31,
26-10-2016,297.91,331.95,331.95,331.95,331.95,331.95,295.57,331.1,263.46,263.46,263.46,331.95,331.95,231.93,331.95,331.95,331.95,
27-10-2016,275.5,289.5,289.5,289.5,289.5,289.5,267.74,288.8,261.13,260.15,261.13,289.5,289.5,227.25,289.5,290.26,290.26,
28-10-2016,250.26,256.92,256.92,256.92,256.92,257.04,240.18,250.76,250.76,245.11,251.57,256.98,256.98,220.81,257.04,257.04,257.04,
29-10-2016,242.92,241.53,241.53,241.53,241.53,241.53,240.75,240.75,244.22,244.22,244.22,241.53,241.53,239.68,241.53,241.53,241.53,
30-10-2016,266.05,269.26,269.26,269.26,269.52,269.26,269.3,269.53,263.52,262.52,262.52,269.26,269.26,242.06,269.26,269.26,269.26,
31-10-2016,305.06,326.05,326.05,326.05,326.05,326.05,319.72,320.78,276.43,276.27,276.43,325.65,325.65,248.82,326.05,326.05,326.05,
01-11-2016,269.91,284.84,284.84,284.84,284.84,284.84,260.51,284.84,276.18,260.51,267.41,286.51,286.51,230.75,284.84,284.84,284.84,
02-11-2016,277.88,286.31,286.31,286.31,286.31,286.31,282.12,286.31,285.55,275.6,276.14,286.66,286.66,238.08,285.69,285.69,285.69,
03-11-2016,310.32,337.45,337.45,337.45,337.45,337.45,336.79,337.45,334.77,287.75,288.18,329.36,329.36,237.68,337.45,337.45,337.45,
04-11-2016,298.12,311.12,311.12,311.12,311.12,311.12,308.01,311.12,291.05,286.69,289.24,311.64,311.64,233.76,311.12,311.12,311.12,
05-11-2016,286.21,290.22,290.22,290.22,290.22,290.22,289.02,290.22,290.22,289.02,290.11,291.82,291.82,228.33,290.22,290.22,290.22,
06-11-2016,274.73,284.8,284.8,284.8,284.8,284.8,264.67,282.95,284.8,267.38,280.95,295.79,295.79,230.35,284.8,284.8,284.8,
07-11-2016,316.88,336.14,336.14,336.14,336.14,336.14,305.82,336.14,336.14,305.82,312.45,346.49,346.49,242.72,333.21,332.96,332.96,
08-11-2016,355.63,405.12,405.12,405.12,405.12,405.12,401.05,405.12,397.23,305.17,308.23,406.43,406.43,243.96,397.84,379.8,379.8,
09-11-2016,347.13,372.65,372.65,372.65,372.65,372.65,355.75,372.65,372.65,327.81,334.43,374.47,374.47,245.99,368.47,359.26,359.26,
10-11-2016,349.94,407.54,407.54,407.54,407.54,407.54,389.09,407.54,352.27,296.3,302.31,408.04,408.04,256.21,402.14,395.97,395.97,
11-11-2016,341.11,412.34,412.34,412.34,412.34,412.34,354.9,412.34,365.13,299.01,306,412.34,412.34,258.44,409.32,364.47,364.47,
12-11-2016,297.24,319.54,319.54,319.54,319.54,319.54,280.91,319.54,293.53,280.84,293.53,320.23,320.23,240.06,319.54,319.54,319.54,
13-11-2016,288.95,304.14,304.14,304.14,304.14,304.14,276.42,304.14,289.73,276.36,289.73,314.25,314.25,234.94,302.9,300.16,300.16,
14-11-2016,296.67,318.25,318.25,318.25,318.25,318.47,270.91,318.25,292.93,271.86,292.93,322.44,322.44,240.47,315.43,314.74,314.74,
15-11-2016,289.42,304.93,304.93,304.93,304.93,305.88,268.48,304.93,297.81,268.48,291.81,309.46,309.46,237.04,304.3,303.18,303.18,
16-11-2016,292.41,317.64,317.64,317.64,317.64,317.64,275.96,317.64,301.53,269.02,289.44,318.15,318.15,234.91,314.5,312.09,312.09,
17-11-2016,277.61,296.33,296.33,296.33,296.33,296.33,236.47,296.33,277.71,260.53,275.67,310.07,310.07,230.91,295.59,294.88,294.82,
18-11-2016,268.29,278.08,278.08,278.08,278.08,281.63,179.89,278.08,276.36,252.4,274.4,300.64,300.64,233.69,281.63,280.7,280.7,
19-11-2016,260.16,257.79,257.79,257.79,257.79,257.79,222.38,257.79,263.37,258.42,263.25,291.82,291.82,230.52,257.79,257.79,257.79,
20-11-2016,255.26,264.9,264.9,264.9,264.9,264.9,109.73,264.9,266.43,249.59,266.33,289.06,289.06,232.93,264.9,264.9,264.9,
21-11-2016,278.51,261.06,261.06,261.06,261.06,261.06,239.36,258.93,276.95,272.61,276.95,305.8,305.8,242.77,261.06,261.06,261.06,
22-11-2016,284.18,291,291,291,291,291,263.86,291,271.5,268.05,271.5,315,315,238.25,291,291,291,
23-11-2016,285.41,294.75,294.75,294.75,296.69,294.75,272.56,296.69,271.95,270.12,270.23,307.94,307.94,245.9,294.75,294.75,296.69,
24-11-2016,282.65,292.51,292.51,292.51,294.82,292.51,278.15,294.82,267.58,267.33,267.58,301.52,301.52,247,292.51,292.51,294.82,
25-11-2016,274.91,287.11,287.11,287.11,307.75,289.55,272.78,308.42,269.61,265.91,266.72,285.77,285.77,244.77,289.55,289.55,307.75,
26-11-2016,241.95,242.13,242.13,242.13,242.13,242.13,239.08,242.13,246.04,242.99,246.04,242.13,242.13,230.16,242.13,242.13,242.13,
27-11-2016,241.91,229.11,229.11,229.11,229.11,229.11,228.89,229.11,246.57,246.35,246.57,253.17,253.17,226.25,229.11,229.11,229.11,
28-11-2016,290.7,307.3,307.3,307.3,307.3,307.3,300.75,305.58,310.38,268.69,268.92,301.61,301.61,243.04,306.36,306.36,306.36,
29-11-2016,274.88,291.52,291.52,291.52,291.52,291.52,255.48,291.52,290.84,255.72,270.01,293.15,293.15,228.61,290.88,290.88,290.88,
30-11-2016,256.76,260.9,260.9,260.9,260.9,260.9,237.69,260.9,267.77,245.85,258.52,271.26,271.26,220.61,260.9,260.9,260.9,
01-12-2016,253.51,269.6,269.6,269.6,269.6,269.6,200.14,240.04,269.42,241.25,255.53,276.35,276.35,220.72,269.6,269.6,269.6,
02-12-2016,265.22,273.66,273.66,273.66,273.66,273.66,229.47,249.93,268.35,257.21,258.72,284.27,284.27,219.59,273.66,273.66,273.66,
03-12-2016,267.09,281.29,281.29,281.29,281.29,281.29,260.59,281.29,261.64,259.53,259.53,284.26,284.26,210.49,281.29,281.29,281.29,
04-12-2016,255.21,261.2,261.2,261.2,261.2,261.2,256.66,261.2,254.99,254.94,254.99,261.2,261.2,204.58,261.2,261.2,261.2,
05-12-2016,259.67,272.3,272.3,272.3,272.3,272.3,258.04,272.3,250.99,249.4,250.99,272.94,272.94,215.77,271.94,273.65,273.65,
06-12-2016,311.71,391.35,391.35,391.35,400.32,391.35,391.35,400.32,336.17,248.26,251.63,317.73,317.73,219.29,391.09,391.8,391.8,
07-12-2016,248.93,266.07,266.07,266.07,267.24,266.07,233.88,266.55,255.77,234.58,243.42,265.99,265.99,214.4,266.09,272.74,272.74,
08-12-2016,229.45,229.86,229.86,229.86,229.86,280.96,200.55,206.87,229.76,222.84,226.46,229.86,229.86,212.18,280.96,280.96,280.96,
09-12-2016,226.51,232.35,232.35,232.35,232.35,253.49,218.61,232.35,222.88,219.37,219.37,232.35,232.35,206.85,253.49,257.86,257.86,
10-12-2016,223.78,234.14,234.14,234.14,234.14,234.14,208.57,225.56,228.61,218.9,219.12,234.14,234.14,207.24,234.14,236.07,236.07,
11-12-2016,224.8,236.42,236.42,236.42,236.42,236.42,213.83,234.9,228.73,220.77,221.55,236.42,236.42,208.74,236.42,236.42,236.42,
12-12-2016,271.82,320.06,320.06,320.06,320.06,320.06,303.48,319.72,307.14,232.11,232.11,279.19,279.19,215.94,320.06,320.06,320.06,
13-12-2016,252.21,261.34,261.34,261.34,290.68,284.52,259.37,290.68,258.62,236.93,236.93,248.63,248.63,216.02,284.52,284.19,292.68,
14-12-2016,272.75,303.49,303.49,303.49,322.83,325.9,301.24,322.83,246.8,240.88,239.91,264.56,264.56,215.96,325.9,325.67,326.26,
15-12-2016,264.23,297.52,297.52,297.52,332.89,332.26,249.74,332.89,294.95,239.59,239.63,277.13,277.13,213.39,332.26,332.26,334.58,
16-12-2016,271.75,324.62,324.62,342.3,345.31,342.3,299.13,345.31,332.92,237.03,237.03,296.88,296.88,208.49,342.3,342.3,345.31,
17-12-2016,241.46,257.43,257.43,257.43,263.04,257.43,246.53,263.04,251.74,235.45,234.92,246.86,246.86,198.72,257.43,259.66,263.04,
18-12-2016,235.24,244.32,244.32,244.32,252.2,244.32,238.35,252.2,239.41,230.73,230.27,236.33,236.33,200.3,244.32,244.32,252.2,
19-12-2016,245.2,252.5,252.5,252.5,278.88,256.27,252.5,278.88,251.66,234.99,234.99,234.99,234.99,214.93,256.27,256.27,278.88,
